V1	V2	organism
F1LN46	M0RB53	Rat
F1LN46	O08957	Rat
F1LN46	P19490	Rat
F1LN46	P19491	Rat
F1LN46	P19492	Rat
F1LN46	P19493	Rat
F1LN46	P62957	Rat
F1LN46	P63057	Rat
F1LN46	Q568Y7	Rat
F1LN46	Q5BJU5	Rat
F1LN46	Q5XI64	Rat
F1LN46	Q62609	Rat
F1LN46	Q6MG82	Rat
F1LN46	Q71RJ2	Rat
F1LN46	Q8VHW5	Rat
F1LN46	Q8VHW9	Rat
F1LN46	Q8VHX0	Rat
F1LN46	Q9CZN4	Rat
M0RB53	O08957	Rat
M0RB53	P19490	Rat
M0RB53	P19491	Rat
M0RB53	P19492	Rat
M0RB53	P19493	Rat
M0RB53	P62957	Rat
M0RB53	P63057	Rat
M0RB53	Q568Y7	Rat
M0RB53	Q5BJU5	Rat
M0RB53	Q5XI64	Rat
M0RB53	Q62609	Rat
M0RB53	Q6MG82	Rat
M0RB53	Q71RJ2	Rat
M0RB53	Q8VHW5	Rat
M0RB53	Q8VHW9	Rat
M0RB53	Q8VHX0	Rat
M0RB53	Q9CZN4	Rat
O08957	P19490	Rat
O08957	P19491	Rat
O08957	P19492	Rat
O08957	P19493	Rat
O08957	P62957	Rat
O08957	P63057	Rat
O08957	Q568Y7	Rat
O08957	Q5BJU5	Rat
O08957	Q5XI64	Rat
O08957	Q62609	Rat
O08957	Q6MG82	Rat
O08957	Q71RJ2	Rat
O08957	Q8VHW5	Rat
O08957	Q8VHW9	Rat
O08957	Q8VHX0	Rat
O08957	Q9CZN4	Rat
P19490	P19491	Rat
P19490	P19492	Rat
P19490	P19493	Rat
P19490	P62957	Rat
P19490	P63057	Rat
P19490	Q568Y7	Rat
P19490	Q5BJU5	Rat
P19490	Q5XI64	Rat
P19490	Q62609	Rat
P19490	Q6MG82	Rat
P19490	Q71RJ2	Rat
P19490	Q8VHW5	Rat
P19490	Q8VHW9	Rat
P19490	Q8VHX0	Rat
P19490	Q9CZN4	Rat
P19491	P19492	Rat
P19491	P19493	Rat
P19491	P62957	Rat
P19491	P63057	Rat
P19491	Q568Y7	Rat
P19491	Q5BJU5	Rat
P19491	Q5XI64	Rat
P19491	Q62609	Rat
P19491	Q6MG82	Rat
P19491	Q71RJ2	Rat
P19491	Q8VHW5	Rat
P19491	Q8VHW9	Rat
P19491	Q8VHX0	Rat
P19491	Q9CZN4	Rat
P19492	P19493	Rat
P19492	P62957	Rat
P19492	P63057	Rat
P19492	Q568Y7	Rat
P19492	Q5BJU5	Rat
P19492	Q5XI64	Rat
P19492	Q62609	Rat
P19492	Q6MG82	Rat
P19492	Q71RJ2	Rat
P19492	Q8VHW5	Rat
P19492	Q8VHW9	Rat
P19492	Q8VHX0	Rat
P19492	Q9CZN4	Rat
P19493	P62957	Rat
P19493	P63057	Rat
P19493	Q568Y7	Rat
P19493	Q5BJU5	Rat
P19493	Q5XI64	Rat
P19493	Q62609	Rat
P19493	Q6MG82	Rat
P19493	Q71RJ2	Rat
P19493	Q8VHW5	Rat
P19493	Q8VHW9	Rat
P19493	Q8VHX0	Rat
P19493	Q9CZN4	Rat
P62957	P63057	Rat
P62957	Q568Y7	Rat
P62957	Q5BJU5	Rat
P62957	Q5XI64	Rat
P62957	Q62609	Rat
P62957	Q6MG82	Rat
P62957	Q71RJ2	Rat
P62957	Q8VHW5	Rat
P62957	Q8VHW9	Rat
P62957	Q8VHX0	Rat
P62957	Q9CZN4	Rat
P63057	Q568Y7	Rat
P63057	Q5BJU5	Rat
P63057	Q5XI64	Rat
P63057	Q62609	Rat
P63057	Q6MG82	Rat
P63057	Q71RJ2	Rat
P63057	Q8VHW5	Rat
P63057	Q8VHW9	Rat
P63057	Q8VHX0	Rat
P63057	Q9CZN4	Rat
Q568Y7	Q5BJU5	Rat
Q568Y7	Q5XI64	Rat
Q568Y7	Q62609	Rat
Q568Y7	Q6MG82	Rat
Q568Y7	Q71RJ2	Rat
Q568Y7	Q8VHW5	Rat
Q568Y7	Q8VHW9	Rat
Q568Y7	Q8VHX0	Rat
Q568Y7	Q9CZN4	Rat
Q5BJU5	Q5XI64	Rat
Q5BJU5	Q62609	Rat
Q5BJU5	Q6MG82	Rat
Q5BJU5	Q71RJ2	Rat
Q5BJU5	Q8VHW5	Rat
Q5BJU5	Q8VHW9	Rat
Q5BJU5	Q8VHX0	Rat
Q5BJU5	Q9CZN4	Rat
Q5XI64	Q62609	Rat
Q5XI64	Q6MG82	Rat
Q5XI64	Q71RJ2	Rat
Q5XI64	Q8VHW5	Rat
Q5XI64	Q8VHW9	Rat
Q5XI64	Q8VHX0	Rat
Q5XI64	Q9CZN4	Rat
Q62609	Q6MG82	Rat
Q62609	Q71RJ2	Rat
Q62609	Q8VHW5	Rat
Q62609	Q8VHW9	Rat
Q62609	Q8VHX0	Rat
Q62609	Q9CZN4	Rat
Q6MG82	Q71RJ2	Rat
Q6MG82	Q8VHW5	Rat
Q6MG82	Q8VHW9	Rat
Q6MG82	Q8VHX0	Rat
Q6MG82	Q9CZN4	Rat
Q71RJ2	Q8VHW5	Rat
Q71RJ2	Q8VHW9	Rat
Q71RJ2	Q8VHX0	Rat
Q71RJ2	Q9CZN4	Rat
Q8VHW5	Q8VHW9	Rat
Q8VHW5	Q8VHX0	Rat
Q8VHW5	Q9CZN4	Rat
Q8VHW9	Q8VHX0	Rat
Q8VHW9	Q9CZN4	Rat
Q8VHX0	Q9CZN4	Rat
A0A1U8CU03	G3H672	Mammalia
A0A1U8CU03	P05106	Mammalia
A0A1U8CU03	P06756	Mammalia
G3H672	P05106	Mammalia
G3H672	P06756	Mammalia
P05106	P06756	Mammalia
D0Q0Y7	D3ZE85	Rat
D0Q0Y7	D3ZK93	Rat
D0Q0Y7	D4A0X1	Rat
D0Q0Y7	M0RB53	Rat
D0Q0Y7	O08957	Rat
D0Q0Y7	P19490	Rat
D0Q0Y7	P19491	Rat
D0Q0Y7	P19492	Rat
D0Q0Y7	P19493	Rat
D0Q0Y7	P63057	Rat
D0Q0Y7	Q568Y7	Rat
D0Q0Y7	Q5BJU5	Rat
D0Q0Y7	Q62609	Rat
D0Q0Y7	Q6MG82	Rat
D0Q0Y7	Q71RJ2	Rat
D0Q0Y7	Q8VHX0	Rat
D0Q0Y7	Q9CZN4	Rat
D3ZE85	D3ZK93	Rat
D3ZE85	D4A0X1	Rat
D3ZE85	M0RB53	Rat
D3ZE85	O08957	Rat
D3ZE85	P19490	Rat
D3ZE85	P19491	Rat
D3ZE85	P19492	Rat
D3ZE85	P19493	Rat
D3ZE85	P63057	Rat
D3ZE85	Q568Y7	Rat
D3ZE85	Q5BJU5	Rat
D3ZE85	Q62609	Rat
D3ZE85	Q6MG82	Rat
D3ZE85	Q71RJ2	Rat
D3ZE85	Q8VHX0	Rat
D3ZE85	Q9CZN4	Rat
D3ZK93	D4A0X1	Rat
D3ZK93	M0RB53	Rat
D3ZK93	O08957	Rat
D3ZK93	P19490	Rat
D3ZK93	P19491	Rat
D3ZK93	P19492	Rat
D3ZK93	P19493	Rat
D3ZK93	P63057	Rat
D3ZK93	Q568Y7	Rat
D3ZK93	Q5BJU5	Rat
D3ZK93	Q62609	Rat
D3ZK93	Q6MG82	Rat
D3ZK93	Q71RJ2	Rat
D3ZK93	Q8VHX0	Rat
D3ZK93	Q9CZN4	Rat
D4A0X1	M0RB53	Rat
D4A0X1	O08957	Rat
D4A0X1	P19490	Rat
D4A0X1	P19491	Rat
D4A0X1	P19492	Rat
D4A0X1	P19493	Rat
D4A0X1	P63057	Rat
D4A0X1	Q568Y7	Rat
D4A0X1	Q5BJU5	Rat
D4A0X1	Q62609	Rat
D4A0X1	Q6MG82	Rat
D4A0X1	Q71RJ2	Rat
D4A0X1	Q8VHX0	Rat
D4A0X1	Q9CZN4	Rat
M0RB53	O08957	Rat
M0RB53	P19490	Rat
M0RB53	P19491	Rat
M0RB53	P19492	Rat
M0RB53	P19493	Rat
M0RB53	P63057	Rat
M0RB53	Q568Y7	Rat
M0RB53	Q5BJU5	Rat
M0RB53	Q62609	Rat
M0RB53	Q6MG82	Rat
M0RB53	Q71RJ2	Rat
M0RB53	Q8VHX0	Rat
M0RB53	Q9CZN4	Rat
O08957	P19490	Rat
O08957	P19491	Rat
O08957	P19492	Rat
O08957	P19493	Rat
O08957	P63057	Rat
O08957	Q568Y7	Rat
O08957	Q5BJU5	Rat
O08957	Q62609	Rat
O08957	Q6MG82	Rat
O08957	Q71RJ2	Rat
O08957	Q8VHX0	Rat
O08957	Q9CZN4	Rat
P19490	P19491	Rat
P19490	P19492	Rat
P19490	P19493	Rat
P19490	P63057	Rat
P19490	Q568Y7	Rat
P19490	Q5BJU5	Rat
P19490	Q62609	Rat
P19490	Q6MG82	Rat
P19490	Q71RJ2	Rat
P19490	Q8VHX0	Rat
P19490	Q9CZN4	Rat
P19491	P19492	Rat
P19491	P19493	Rat
P19491	P63057	Rat
P19491	Q568Y7	Rat
P19491	Q5BJU5	Rat
P19491	Q62609	Rat
P19491	Q6MG82	Rat
P19491	Q71RJ2	Rat
P19491	Q8VHX0	Rat
P19491	Q9CZN4	Rat
P19492	P19493	Rat
P19492	P63057	Rat
P19492	Q568Y7	Rat
P19492	Q5BJU5	Rat
P19492	Q62609	Rat
P19492	Q6MG82	Rat
P19492	Q71RJ2	Rat
P19492	Q8VHX0	Rat
P19492	Q9CZN4	Rat
P19493	P63057	Rat
P19493	Q568Y7	Rat
P19493	Q5BJU5	Rat
P19493	Q62609	Rat
P19493	Q6MG82	Rat
P19493	Q71RJ2	Rat
P19493	Q8VHX0	Rat
P19493	Q9CZN4	Rat
P63057	Q568Y7	Rat
P63057	Q5BJU5	Rat
P63057	Q62609	Rat
P63057	Q6MG82	Rat
P63057	Q71RJ2	Rat
P63057	Q8VHX0	Rat
P63057	Q9CZN4	Rat
Q568Y7	Q5BJU5	Rat
Q568Y7	Q62609	Rat
Q568Y7	Q6MG82	Rat
Q568Y7	Q71RJ2	Rat
Q568Y7	Q8VHX0	Rat
Q568Y7	Q9CZN4	Rat
Q5BJU5	Q62609	Rat
Q5BJU5	Q6MG82	Rat
Q5BJU5	Q71RJ2	Rat
Q5BJU5	Q8VHX0	Rat
Q5BJU5	Q9CZN4	Rat
Q62609	Q6MG82	Rat
Q62609	Q71RJ2	Rat
Q62609	Q8VHX0	Rat
Q62609	Q9CZN4	Rat
Q6MG82	Q71RJ2	Rat
Q6MG82	Q8VHX0	Rat
Q6MG82	Q9CZN4	Rat
Q71RJ2	Q8VHX0	Rat
Q71RJ2	Q9CZN4	Rat
Q8VHX0	Q9CZN4	Rat
O15269	Q8N138	Human
Q2QI47	Q80VW5	Mouse
Q2QI47	Q8BIA7	Mouse
Q2QI47	Q8VHN7	Mouse
Q80VW5	Q8BIA7	Mouse
Q80VW5	Q8VHN7	Mouse
Q8BIA7	Q8VHN7	Mouse
P06454	P49006	Human
P06454	P60709	Human
P06454	Q01105	Human
P49006	P60709	Human
P49006	Q01105	Human
P60709	Q01105	Human
P06454	P25786	Human
P06454	P39687	Human
P06454	Q00325	Human
P06454	Q07021	Human
P25786	P39687	Human
P25786	Q00325	Human
P25786	Q07021	Human
P39687	Q00325	Human
P39687	Q07021	Human
Q00325	Q07021	Human
P06454	P39687	Human
P06454	Q92688	Human
P39687	Q92688	Human
P06454	P39687	Human
P06454	P62491	Human
P06454	Q92688	Human
P39687	P62491	Human
P39687	Q92688	Human
P62491	Q92688	Human
P06454	Q01105	Human
P18206	Q05397	Human
P18206	Q9NS62	Human
P18206	Q9Y490	Human
Q05397	Q9NS62	Human
Q05397	Q9Y490	Human
Q9NS62	Q9Y490	Human
Q7L576	Q9P2A4	Human
Q7L576	Q9Y6W5	Human
Q9P2A4	Q9Y6W5	Human
P05106	P05230	Human
P05106	P06756	Human
P05230	P06756	Human
Q13387	Q9UQF2	Human
O89089	P54289	Mammalia
O89089	Q02641	Mammalia
O89089	Q99720	Mammalia
P54289	Q02641	Mammalia
P54289	Q99720	Mammalia
Q02641	Q99720	Mammalia
P29452	Q8BG60	Mouse
P29452	Q8R4B8	Mouse
P29452	Q9EPB4	Mouse
Q8BG60	Q8R4B8	Mouse
Q8BG60	Q9EPB4	Mouse
Q8R4B8	Q9EPB4	Mouse
O60568	Q15848	Human
O60568	Q8NBJ5	Human
Q15848	Q8NBJ5	Human
P00533	Q9Y274	Human
P49903	Q80VC6	Human
P49903	Q99611	Human
P49903	Q9HD40	Human
Q80VC6	Q99611	Human
Q80VC6	Q9HD40	Human
Q99611	Q9HD40	Human
O00469	Q96AY3	Human
P31596	P47863	Rat
P47756	Q96KX2	Human
O89109	Q99246	Mouse
P42858	Q07343	Human
P42858	Q9NRI5	Human
Q07343	Q9NRI5	Human
P30153	P63151	Human
P30153	P67775	Human
P30153	Q8TCU5	Human
P63151	P67775	Human
P63151	Q8TCU5	Human
P67775	Q8TCU5	Human
O08785	P97784	Mouse
O08785	Q9WTL8	Mouse
P97784	Q9WTL8	Mouse
P70315	P97813	Mouse
P70315	Q60631	Mouse
P97813	Q60631	Mouse
O08785	Q9R194	Mouse
O08785	Q9WTL8	Mouse
Q9R194	Q9WTL8	Mouse
O54943	Q16526	Mammalia
O54943	P97784	Mouse
P63244	Q86UX7	Human
P05556	P63244	Human
P05107	P63244	Human
P62873	P63096	Human
P62873	P63211	Human
P63096	P63211	Human
P62879	P63096	Human
P62879	P63211	Human
P63096	P63211	Human
P16520	P63096	Human
P16520	P63211	Human
P63096	P63211	Human
P63096	P63211	Human
P63096	Q9HAV0	Human
P63211	Q9HAV0	Human
O14775	P63096	Human
O14775	P63211	Human
P63096	P63211	Human
P59768	P62873	Human
P59768	P63096	Human
P62873	P63096	Human
P59768	P62879	Human
P59768	P63096	Human
P62879	P63096	Human
P16520	P59768	Human
P16520	P63096	Human
P59768	P63096	Human
P59768	P63096	Human
P59768	Q9HAV0	Human
P63096	Q9HAV0	Human
O14775	P59768	Human
O14775	P63096	Human
P59768	P63096	Human
P62873	P63096	Human
P62873	P63215	Human
P63096	P63215	Human
P62879	P63096	Human
P62879	P63215	Human
P63096	P63215	Human
P16520	P63096	Human
P16520	P63215	Human
P63096	P63215	Human
P63096	P63215	Human
P63096	Q9HAV0	Human
P63215	Q9HAV0	Human
O14775	P63096	Human
O14775	P63215	Human
P63096	P63215	Human
A0A1U8CU03	G3H672	Mammalia
A0A1U8CU03	P16144	Mammalia
A0A1U8CU03	P23229	Mammalia
G3H672	P16144	Mammalia
G3H672	P23229	Mammalia
P16144	P23229	Mammalia
P04150	Q92900	Human
P04150	Q9NPI6	Human
P04150	Q9NPJ4	Human
Q92900	Q9NPI6	Human
Q92900	Q9NPJ4	Human
Q9NPI6	Q9NPJ4	Human
P50150	P62873	Human
P50150	P63096	Human
P62873	P63096	Human
P50150	P62879	Human
P50150	P63096	Human
P62879	P63096	Human
P16520	P50150	Human
P16520	P63096	Human
P50150	P63096	Human
P50150	P63096	Human
P50150	Q9HAV0	Human
P63096	Q9HAV0	Human
O14775	P50150	Human
O14775	P63096	Human
P50150	P63096	Human
P62873	P63096	Human
P62873	P63218	Human
P63096	P63218	Human
P62879	P63096	Human
P62879	P63218	Human
P63096	P63218	Human
P28482	P53004	Human
P28482	Q05655	Human
P53004	Q05655	Human
P35346	Q01970	Human
P35346	Q5T2W1	Human
Q01970	Q5T2W1	Human
P30872	Q01970	Human
P30872	Q5T2W1	Human
Q01970	Q5T2W1	Human
P30874	Q01970	Human
P30874	Q5T2W1	Human
Q01970	Q5T2W1	Human
P32745	Q01970	Human
P32745	Q5T2W1	Human
Q01970	Q5T2W1	Human
P31391	Q01970	Human
P31391	Q5T2W1	Human
Q01970	Q5T2W1	Human
P05000	P17181	Human
P05000	P48551	Human
P17181	P48551	Human
P01563	P48551	Human
P01563	P17181	Human
P01563	P48551	Human
P17181	P48551	Human
O60603	Q15399	Human
O60603	Q15399	Human
O75925	P63165	Human
O75925	P63279	Human
P63165	P63279	Human
P61088	Q15819	Human
P61088	Q96FW1	Human
Q15819	Q96FW1	Human
O35254	Q62839	Rat
O35254	P41542	Rat
O35254	Q62839	Rat
P41542	Q62839	Rat
G1SFH9	G1SR94	Rabbit
G1SFH9	Q59I72	Rabbit
G1SR94	Q59I72	Rabbit
P05712	Q6AYB8	Rat
P05712	Q9R064	Rat
Q6AYB8	Q9R064	Rat
O35254	Q62839	Rat
P05165	P05166	Human
O00522	P61224	Human
O00522	Q9ULI3	Human
P61224	Q9ULI3	Human
P16520	P63096	Human
P16520	P63218	Human
P63096	P63218	Human
P63096	P63218	Human
P63096	Q9HAV0	Human
P63218	Q9HAV0	Human
O14775	P63096	Human
O14775	P63218	Human
P63096	P63218	Human
O94916	Q9GZV5	Human
Q8TEV9	Q96LT7	Human
Q8TEV9	Q9HAD4	Human
Q96LT7	Q9HAD4	Human
Q8TEV9	Q96LT7	Human
O75143	O75385	Human
O75143	Q8TDY2	Human
O75143	Q8TEV9	Human
O75143	Q96LT7	Human
O75143	Q9BSB4	Human
O75143	Q9HAD4	Human
O75385	Q8TDY2	Human
O75385	Q8TEV9	Human
O75385	Q96LT7	Human
O75385	Q9BSB4	Human
O75385	Q9HAD4	Human
Q8TDY2	Q8TEV9	Human
Q8TDY2	Q96LT7	Human
Q8TDY2	Q9BSB4	Human
Q8TDY2	Q9HAD4	Human
Q8TEV9	Q96LT7	Human
Q8TEV9	Q9BSB4	Human
Q8TEV9	Q9HAD4	Human
Q96LT7	Q9BSB4	Human
Q96LT7	Q9HAD4	Human
Q9BSB4	Q9HAD4	Human
O60262	P62873	Human
O60262	P63096	Human
P62873	P63096	Human
O60262	P62879	Human
O60262	P63096	Human
P62879	P63096	Human
O60262	P16520	Human
O60262	P63096	Human
P16520	P63096	Human
O60262	P63096	Human
O60262	Q9HAV0	Human
P63096	Q9HAV0	Human
O14775	O60262	Human
O14775	P63096	Human
O60262	P63096	Human
P62873	P63096	Human
P62873	Q9UK08	Human
P63096	Q9UK08	Human
P62879	P63096	Human
P62879	Q9UK08	Human
P63096	Q9UK08	Human
P16520	P63096	Human
P16520	Q9UK08	Human
P63096	Q9UK08	Human
P63096	Q9HAV0	Human
P63096	Q9UK08	Human
Q9HAV0	Q9UK08	Human
O14775	P63096	Human
O14775	Q9UK08	Human
P63096	Q9UK08	Human
P50151	P62873	Human
P50151	P63096	Human
P62873	P63096	Human
P50151	P62879	Human
P50151	P63096	Human
P62879	P63096	Human
P16520	P50151	Human
P16520	P63096	Human
P50151	P63096	Human
P50151	P63096	Human
P50151	Q9HAV0	Human
P63096	Q9HAV0	Human
O14775	P50151	Human
O14775	P63096	Human
P50151	P63096	Human
P61952	P62873	Human
P61952	P63096	Human
P62873	P63096	Human
P61952	P62879	Human
P61952	P63096	Human
P62879	P63096	Human
P16520	P61952	Human
P16520	P63096	Human
P61952	P63096	Human
P61952	P63096	Human
P61952	Q9HAV0	Human
P63096	Q9HAV0	Human
O14775	P61952	Human
O14775	P63096	Human
P61952	P63096	Human
P62873	P63096	Human
P62879	P63096	Human
P62879	Q9UBI6	Human
P63096	Q9UBI6	Human
P16520	P63096	Human
P16520	Q9UBI6	Human
P63096	Q9UBI6	Human
P63096	Q9HAV0	Human
P63096	Q9UBI6	Human
Q9HAV0	Q9UBI6	Human
O14775	P63096	Human
O14775	Q9UBI6	Human
P63096	Q9UBI6	Human
O75143	O75385	Human
O75143	Q8TDY2	Human
O75143	Q9BSB4	Human
O75385	Q8TDY2	Human
O75385	Q9BSB4	Human
Q8TDY2	Q9BSB4	Human
P62873	P63096	Human
P62873	Q9P2W3	Human
P63096	Q9P2W3	Human
P62879	P63096	Human
P62879	Q9P2W3	Human
P63096	Q9P2W3	Human
P16520	P63096	Human
P16520	Q9P2W3	Human
P63096	Q9P2W3	Human
P63096	Q9HAV0	Human
P63096	Q9P2W3	Human
Q9HAV0	Q9P2W3	Human
O14775	P63096	Human
O14775	Q9P2W3	Human
P63096	Q9P2W3	Human
P62873	P63092	Human
P62873	P63211	Human
P63092	P63211	Human
Q13285	Q13510	Human
P07602	Q13285	Human
P07602	Q13510	Human
Q13285	Q13510	Human
Q07617	Q86Y56	Human
Q07617	Q9NVR5	Human
Q86Y56	Q9NVR5	Human
Q96GD4	Q99986	Human
P48431	Q99986	Human
O60934	Q99986	Human
O60934	O76064	Human
O60934	Q99986	Human
O76064	Q99986	Human
P09936	P54821	Human
P09936	Q99811	Human
P00747	P11717	Human
P00747	Q03405	Human
P11717	Q03405	Human
P11717	Q03405	Human
P00749	P11717	Human
P00749	Q03405	Human
P11717	Q03405	Human
P00747	P00749	Human
P00747	P01137	Human
P00747	P11717	Human
P00747	Q03405	Human
P00749	P01137	Human
P00749	P11717	Human
P00749	Q03405	Human
P01137	P11717	Human
P01137	Q03405	Human
P11717	Q03405	Human
Q5TC82	Q7Z417	Human
P00749	Q03405	Human
P34896	Q15018	Human
P34897	Q15018	Human
P13280	P13834	Rabbit
Q05397	Q14451	Human
P70372	Q03160	Mouse
P52912	Q03160	Mouse
P52912	P70372	Mouse
P52912	P70372	Mouse
P52912	Q03160	Mouse
P70372	Q03160	Mouse
P80206	Q91ZK4	Mouse
P38646	Q8TAA5	Human
P38646	Q9HAV7	Human
Q8TAA5	Q9HAV7	Human
Q8TAA5	Q9HAV7	Human
P38646	Q9HAV7	Human
P38646	Q8TAA5	Human
O43615	P38646	Human
O43615	Q8TAA5	Human
O43615	Q9HAV7	Human
P38646	Q8TAA5	Human
P38646	Q9HAV7	Human
Q8TAA5	Q9HAV7	Human
P13861	P49841	Human
P13861	Q9P0R6	Human
P49841	Q9P0R6	Human
P13861	P49841	Human
P13861	Q9P0R6	Human
P49841	Q9P0R6	Human
P31323	Q9P0R6	Human
O00429	P13861	Human
O00429	P49841	Human
O00429	Q9P0R6	Human
P13861	P49841	Human
P13861	Q9P0R6	Human
P49841	Q9P0R6	Human
O60826	Q567U6	Human
O60826	Q7Z3J2	Human
O60826	Q8N668	Human
Q567U6	Q7Z3J2	Human
Q567U6	Q8N668	Human
Q7Z3J2	Q8N668	Human
O60826	Q567U6	Human
O60826	Q7Z3J2	Human
Q567U6	Q7Z3J2	Human
Q567U6	Q7Z4G1	Human
Q567U6	Q8N668	Human
Q7Z4G1	Q8N668	Human
Q567U6	Q7Z3J2	Human
Q567U6	Q8N668	Human
Q7Z3J2	Q8N668	Human
A8K0Z3	O60826	Human
A8K0Z3	Q567U6	Human
A8K0Z3	Q7Z3J2	Human
A8K0Z3	Q9Y4E1	Human
O60826	Q567U6	Human
O60826	Q7Z3J2	Human
O60826	Q9Y4E1	Human
Q567U6	Q7Z3J2	Human
Q567U6	Q9Y4E1	Human
Q7Z3J2	Q9Y4E1	Human
P55072	Q9BUN8	Human
P55072	Q9Y6D0	Human
Q9BUN8	Q9Y6D0	Human
O08773	P20171	Rat
F1M9C3	O08773	Rat
F1M9C3	P20171	Rat
F1M9C3	P21708	Rat
F1M9C3	Q01986	Rat
O08773	P20171	Rat
O08773	P21708	Rat
O08773	Q01986	Rat
P20171	P21708	Rat
P20171	Q01986	Rat
P21708	Q01986	Rat
O95487	Q15436	Human
O95487	P36956	Human
O95487	Q12770	Human
O95487	Q15436	Human
P36956	Q12770	Human
P36956	Q15436	Human
Q12770	Q15436	Human
O95487	Q15436	Human
O95487	Q9HCU5	Human
O95487	Q9Y6B6	Human
O95487	Q9Y6Y8	Human
Q15436	Q9HCU5	Human
Q15436	Q9Y6B6	Human
Q15436	Q9Y6Y8	Human
Q9HCU5	Q9Y6B6	Human
Q9HCU5	Q9Y6Y8	Human
Q9Y6B6	Q9Y6Y8	Human
P55072	Q9BQE4	Human
P55072	Q9GZP9	Human
Q9BQE4	Q9GZP9	Human
P62879	P63092	Human
P62879	P63211	Human
P63092	P63211	Human
P16520	P63092	Human
P16520	P63211	Human
P63092	P63211	Human
P63092	P63211	Human
P63092	Q9HAV0	Human
P63211	Q9HAV0	Human
O14775	P63092	Human
O14775	P63211	Human
P63092	P63211	Human
P59768	P62873	Human
P59768	P63092	Human
P62873	P63092	Human
P59768	P62879	Human
P59768	P63092	Human
P62879	P63092	Human
P16520	P59768	Human
P16520	P63092	Human
P59768	P63092	Human
P59768	P63092	Human
P59768	Q9HAV0	Human
P63092	Q9HAV0	Human
O14775	P59768	Human
O14775	P63092	Human
P59768	P63092	Human
P62873	P63092	Human
P62873	P63215	Human
P63092	P63215	Human
P62879	P63092	Human
P62879	P63215	Human
P63092	P63215	Human
P16520	P63092	Human
P16520	P63215	Human
P63092	P63215	Human
P63092	P63215	Human
P63092	Q9HAV0	Human
P63215	Q9HAV0	Human
O14775	P63092	Human
O14775	P63215	Human
P63092	P63215	Human
P49815	Q92574	Human
O14640	P49815	Human
O14640	O15169	Human
O14640	P49815	Human
O14640	P49841	Human
O15169	P49815	Human
O15169	P49841	Human
P49815	P49841	Human
P50150	P62873	Human
P50150	P63092	Human
P62873	P63092	Human
P50150	P62879	Human
P50150	P63092	Human
P62879	P63092	Human
P16520	P50150	Human
P16520	P63092	Human
P50150	P63092	Human
P50150	P63092	Human
P50150	Q9HAV0	Human
P63092	Q9HAV0	Human
O14775	P50150	Human
O14775	P63092	Human
P50150	P63092	Human
P62873	P63092	Human
P62873	P63218	Human
P63092	P63218	Human
P62879	P63092	Human
P62879	P63218	Human
P63092	P63218	Human
P16520	P63092	Human
P16520	P63218	Human
P63092	P63218	Human
P63092	P63218	Human
P63092	Q9HAV0	Human
P63218	Q9HAV0	Human
O14775	P63092	Human
O14775	P63218	Human
P63092	P63218	Human
O60262	P62873	Human
O60262	P63092	Human
P62873	P63092	Human
O60262	P62879	Human
O60262	P63092	Human
P62879	P63092	Human
O60262	P16520	Human
O60262	P63092	Human
P16520	P63092	Human
O60262	P63092	Human
O60262	Q9HAV0	Human
P63092	Q9HAV0	Human
O14775	O60262	Human
O14775	P63092	Human
O60262	P63092	Human
P62873	P63092	Human
P62873	Q9UK08	Human
P63092	Q9UK08	Human
P62879	P63092	Human
P62879	Q9UK08	Human
P63092	Q9UK08	Human
P16520	P63092	Human
P16520	Q9UK08	Human
P63092	Q9UK08	Human
P63092	Q9HAV0	Human
P63092	Q9UK08	Human
Q9HAV0	Q9UK08	Human
O14775	P63092	Human
O14775	Q9UK08	Human
P63092	Q9UK08	Human
P04637	Q00987	Human
O35764	P47971	Rat
O35764	P47972	Mammalia
P14635	P41002	Human
P48506	P48507	Human
P50151	P62873	Human
P50151	P63092	Human
P62873	P63092	Human
P50151	P62879	Human
P50151	P63092	Human
P62879	P63092	Human
P16520	P50151	Human
P16520	P63092	Human
P50151	P63092	Human
Q96RQ3	Q9HCC0	Human
P31153	Q9NZL9	Human
A5YKK6	O75175	Human
A5YKK6	Q92600	Human
A5YKK6	Q9C0C2	Human
A5YKK6	Q9H9A5	Human
A5YKK6	Q9NZN8	Human
A5YKK6	Q9UIV1	Human
A5YKK6	Q9UKZ1	Human
A5YKK6	Q9ULM6	Human
O75175	Q92600	Human
O75175	Q9C0C2	Human
O75175	Q9H9A5	Human
O75175	Q9NZN8	Human
O75175	Q9UIV1	Human
O75175	Q9UKZ1	Human
O75175	Q9ULM6	Human
Q92600	Q9C0C2	Human
Q92600	Q9H9A5	Human
Q92600	Q9NZN8	Human
Q92600	Q9UIV1	Human
Q92600	Q9UKZ1	Human
Q92600	Q9ULM6	Human
Q9C0C2	Q9H9A5	Human
Q9C0C2	Q9NZN8	Human
Q9C0C2	Q9UIV1	Human
Q9C0C2	Q9UKZ1	Human
Q9C0C2	Q9ULM6	Human
Q9H9A5	Q9NZN8	Human
Q9H9A5	Q9UIV1	Human
Q9H9A5	Q9UKZ1	Human
Q9H9A5	Q9ULM6	Human
Q9NZN8	Q9UIV1	Human
Q9NZN8	Q9UKZ1	Human
