V1	V2	organism
A0A0G2K761	P83941	Rat
A0A0G2K761	Q498D8	Rat
A0A0G2K761	Q64259	Rat
P62870	P83941	Rat
P62870	Q498D8	Rat
P62870	Q64259	Rat
P83941	Q498D8	Rat
P83941	Q64259	Rat
Q498D8	Q64259	Rat
E1BJK2	P81948	Bovine
E1BJK2	Q0VCK4	Bovine
P81948	Q0VCK4	Bovine
O88989	P70581	Rat
E1BJK2	P81948	Bovine
E1BJK2	Q3T0C7	Bovine
P81948	Q3T0C7	Bovine
O14497	P51532	Human
O14497	P60709	Human
O14497	Q12824	Human
O14497	Q86X55	Human
O14497	Q8TAQ2	Human
O14497	Q92922	Human
O14497	Q969G3	Human
O14497	Q96GM5	Human
O14497	Q96KG9	Human
P51532	P60709	Human
P51532	Q12824	Human
P51532	Q86X55	Human
P51532	Q8TAQ2	Human
P51532	Q92922	Human
P51532	Q969G3	Human
P51532	Q96GM5	Human
P51532	Q96KG9	Human
P60709	Q12824	Human
P60709	Q86X55	Human
P60709	Q8TAQ2	Human
P60709	Q92922	Human
P60709	Q969G3	Human
P60709	Q96GM5	Human
P60709	Q96KG9	Human
Q12824	Q86X55	Human
Q12824	Q8TAQ2	Human
Q12824	Q92922	Human
Q12824	Q969G3	Human
Q12824	Q96GM5	Human
Q12824	Q96KG9	Human
Q86X55	Q8TAQ2	Human
Q86X55	Q92922	Human
Q86X55	Q969G3	Human
Q86X55	Q96GM5	Human
Q86X55	Q96KG9	Human
Q8TAQ2	Q92922	Human
Q8TAQ2	Q969G3	Human
Q8TAQ2	Q96GM5	Human
Q8TAQ2	Q96KG9	Human
Q92922	Q969G3	Human
Q92922	Q96GM5	Human
Q92922	Q96KG9	Human
Q969G3	Q96GM5	Human
Q969G3	Q96KG9	Human
Q96GM5	Q96KG9	Human
P52948	P55735	Human
P52948	P57740	Human
P52948	Q12769	Human
P52948	Q8NFH3	Human
P52948	Q8NFH4	Human
P52948	Q8WUM0	Human
P52948	Q96EE3	Human
P52948	Q9BW27	Human
P55735	P57740	Human
P55735	Q12769	Human
P55735	Q8NFH3	Human
P55735	Q8NFH4	Human
P55735	Q8WUM0	Human
P55735	Q96EE3	Human
P55735	Q9BW27	Human
P57740	Q12769	Human
P57740	Q8NFH3	Human
P57740	Q8NFH4	Human
P57740	Q8WUM0	Human
P57740	Q96EE3	Human
P57740	Q9BW27	Human
Q12769	Q8NFH3	Human
Q12769	Q8NFH4	Human
Q12769	Q8WUM0	Human
Q12769	Q96EE3	Human
Q12769	Q9BW27	Human
Q8NFH3	Q8NFH4	Human
Q8NFH3	Q8WUM0	Human
Q8NFH3	Q96EE3	Human
Q8NFH3	Q9BW27	Human
Q8NFH4	Q8WUM0	Human
Q8NFH4	Q96EE3	Human
Q8NFH4	Q9BW27	Human
Q8WUM0	Q96EE3	Human
Q8WUM0	Q9BW27	Human
Q96EE3	Q9BW27	Human
O35165	Q08851	Rat
O35165	Q4KM74	Rat
O35165	Q62896	Rat
O35165	Q62931	Rat
O35165	Q62991	Rat
Q08851	Q4KM74	Rat
Q08851	Q62896	Rat
Q08851	Q62931	Rat
Q08851	Q62991	Rat
Q4KM74	Q62896	Rat
Q4KM74	Q62931	Rat
Q4KM74	Q62991	Rat
Q62896	Q62931	Rat
Q62896	Q62991	Rat
Q62931	Q62991	Rat
O00471	O60645	Human
O00471	Q8IYI6	Human
O00471	Q8TAG9	Human
O00471	Q96A65	Human
O00471	Q96KP1	Human
O00471	Q9NV70	Human
O00471	Q9UPT5	Human
O60645	Q8IYI6	Human
O60645	Q8TAG9	Human
O60645	Q96A65	Human
O60645	Q96KP1	Human
O60645	Q9NV70	Human
O60645	Q9UPT5	Human
Q8IYI6	Q8TAG9	Human
Q8IYI6	Q96A65	Human
Q8IYI6	Q96KP1	Human
Q8IYI6	Q9NV70	Human
Q8IYI6	Q9UPT5	Human
Q8TAG9	Q96A65	Human
Q8TAG9	Q96KP1	Human
Q8TAG9	Q9NV70	Human
Q8TAG9	Q9UPT5	Human
Q96A65	Q96KP1	Human
Q96A65	Q9NV70	Human
Q96A65	Q9UPT5	Human
Q96KP1	Q9NV70	Human
Q96KP1	Q9UPT5	Human
Q9NV70	Q9UPT5	Human
O15287	O15360	Human
O15287	Q00597	Human
O15287	Q9NPI8	Human
O15360	Q00597	Human
O15360	Q9NPI8	Human
Q00597	Q9NPI8	Human
P10747	P19338	Human
P30260	Q13042	Human
P30260	Q9H1A4	Human
P30260	Q9UJX2	Human
P30260	Q9UJX3	Human
P30260	Q9UJX4	Human
P30260	Q9UJX5	Human
P30260	Q9UJX6	Human
Q13042	Q9H1A4	Human
Q13042	Q9UJX2	Human
Q13042	Q9UJX3	Human
Q13042	Q9UJX4	Human
Q13042	Q9UJX5	Human
Q13042	Q9UJX6	Human
Q9H1A4	Q9UJX2	Human
Q9H1A4	Q9UJX3	Human
Q9H1A4	Q9UJX4	Human
Q9H1A4	Q9UJX5	Human
Q9H1A4	Q9UJX6	Human
Q9UJX2	Q9UJX3	Human
Q9UJX2	Q9UJX4	Human
Q9UJX2	Q9UJX5	Human
Q9UJX2	Q9UJX6	Human
Q9UJX3	Q9UJX4	Human
Q9UJX3	Q9UJX5	Human
Q9UJX3	Q9UJX6	Human
Q9UJX4	Q9UJX5	Human
Q9UJX4	Q9UJX6	Human
Q9UJX5	Q9UJX6	Human
O60264	Q9NRL2	Human
P12956	P13010	Human
P12956	Q9BXJ9	Human
P13010	Q9BXJ9	Human
P30260	Q13042	Human
P30260	Q9H1A4	Human
P30260	Q9UJX2	Human
P30260	Q9UJX3	Human
P30260	Q9UJX4	Human
P30260	Q9UJX5	Human
P30260	Q9UJX6	Human
P30260	Q9UM13	Human
Q13042	Q9H1A4	Human
Q13042	Q9UJX2	Human
Q13042	Q9UJX3	Human
Q13042	Q9UJX4	Human
Q13042	Q9UJX5	Human
Q13042	Q9UJX6	Human
Q13042	Q9UM13	Human
Q9H1A4	Q9UJX2	Human
Q9H1A4	Q9UJX3	Human
Q9H1A4	Q9UJX4	Human
Q9H1A4	Q9UJX5	Human
Q9H1A4	Q9UJX6	Human
Q9H1A4	Q9UM13	Human
Q9UJX2	Q9UJX3	Human
Q9UJX2	Q9UJX4	Human
Q9UJX2	Q9UJX5	Human
Q9UJX2	Q9UJX6	Human
Q9UJX2	Q9UM13	Human
Q9UJX3	Q9UJX4	Human
Q9UJX3	Q9UJX5	Human
Q9UJX3	Q9UJX6	Human
Q9UJX3	Q9UM13	Human
Q9UJX4	Q9UJX5	Human
Q9UJX4	Q9UJX6	Human
Q9UJX4	Q9UM13	Human
Q9UJX5	Q9UJX6	Human
Q9UJX5	Q9UM13	Human
Q9UJX6	Q9UM13	Human
P53995	Q3V036	Mouse
P53995	Q8BGZ4	Mouse
P53995	Q8BTZ4	Mouse
P53995	Q8BZQ7	Mouse
P53995	Q8K2H6	Mouse
P53995	Q8R349	Mouse
P53995	Q91W96	Mouse
P53995	Q9WVM3	Mouse
Q3V036	Q8BGZ4	Mouse
Q3V036	Q8BTZ4	Mouse
Q3V036	Q8BZQ7	Mouse
Q3V036	Q8K2H6	Mouse
Q3V036	Q8R349	Mouse
Q3V036	Q91W96	Mouse
Q3V036	Q9WVM3	Mouse
Q8BGZ4	Q8BTZ4	Mouse
Q8BGZ4	Q8BZQ7	Mouse
Q8BGZ4	Q8K2H6	Mouse
Q8BGZ4	Q8R349	Mouse
Q8BGZ4	Q91W96	Mouse
Q8BGZ4	Q9WVM3	Mouse
Q8BTZ4	Q8BZQ7	Mouse
Q8BTZ4	Q8K2H6	Mouse
Q8BTZ4	Q8R349	Mouse
Q8BTZ4	Q91W96	Mouse
Q8BTZ4	Q9WVM3	Mouse
Q8BZQ7	Q8K2H6	Mouse
Q8BZQ7	Q8R349	Mouse
Q8BZQ7	Q91W96	Mouse
Q8BZQ7	Q9WVM3	Mouse
Q8K2H6	Q8R349	Mouse
Q8K2H6	Q91W96	Mouse
Q8K2H6	Q9WVM3	Mouse
Q8R349	Q91W96	Mouse
Q8R349	Q9WVM3	Mouse
Q91W96	Q9WVM3	Mouse
P04637	Q00987	Human
P04637	Q09472	Human
Q00987	Q09472	Human
P28370	Q09028	Human
P28370	Q12830	Human
P28370	Q16576	Human
Q09028	Q12830	Human
Q09028	Q16576	Human
Q12830	Q16576	Human
Q91YE5	Q91ZW3	Mouse
P70281	Q8C5S7	Mouse
P70281	Q920F6	Mouse
P70281	Q9CW03	Mouse
Q8C5S7	Q920F6	Mouse
Q8C5S7	Q9CW03	Mouse
Q920F6	Q9CW03	Mouse
O15514	P13984	Human
O15514	P18074	Human
O15514	P19387	Human
O15514	P19388	Human
O15514	P19447	Human
O15514	P20226	Human
O15514	P24928	Human
O15514	P29083	Human
O15514	P29084	Human
O15514	P30876	Human
O15514	P32780	Human
O15514	P35269	Human
O15514	P36954	Human
O15514	P52434	Human
O15514	P52435	Human
O15514	P53803	Human
O15514	P61218	Human
O15514	P62487	Human
O15514	P62875	Human
O15514	Q00403	Human
O15514	Q13888	Human
O15514	Q13889	Human
O15514	Q92759	Human
P13984	P18074	Human
P13984	P19387	Human
P13984	P19388	Human
P13984	P19447	Human
P13984	P20226	Human
P13984	P24928	Human
P13984	P29083	Human
P13984	P29084	Human
P13984	P30876	Human
P13984	P32780	Human
P13984	P35269	Human
P13984	P36954	Human
P13984	P52434	Human
P13984	P52435	Human
P13984	P53803	Human
P13984	P61218	Human
P13984	P62487	Human
P13984	P62875	Human
P13984	Q00403	Human
P13984	Q13888	Human
P13984	Q13889	Human
P13984	Q92759	Human
P18074	P19387	Human
P18074	P19388	Human
P18074	P19447	Human
P18074	P20226	Human
P18074	P24928	Human
P18074	P29083	Human
P18074	P29084	Human
P18074	P30876	Human
P18074	P32780	Human
P18074	P35269	Human
P18074	P36954	Human
P18074	P52434	Human
P18074	P52435	Human
P18074	P53803	Human
P18074	P61218	Human
P18074	P62487	Human
P18074	P62875	Human
P18074	Q00403	Human
P18074	Q13888	Human
P18074	Q13889	Human
P18074	Q92759	Human
P19387	P19388	Human
P19387	P19447	Human
P19387	P20226	Human
P19387	P24928	Human
P19387	P29083	Human
P19387	P29084	Human
P19387	P30876	Human
P19387	P32780	Human
P19387	P35269	Human
P19387	P36954	Human
P19387	P52434	Human
P19387	P52435	Human
P19387	P53803	Human
P19387	P61218	Human
P19387	P62487	Human
P19387	P62875	Human
P19387	Q00403	Human
P19387	Q13888	Human
P19387	Q13889	Human
P19387	Q92759	Human
P19388	P19447	Human
P19388	P20226	Human
P19388	P24928	Human
P19388	P29083	Human
P19388	P29084	Human
P19388	P30876	Human
P19388	P32780	Human
P19388	P35269	Human
P19388	P36954	Human
P19388	P52434	Human
P19388	P52435	Human
P19388	P53803	Human
P19388	P61218	Human
P19388	P62487	Human
P19388	P62875	Human
P19388	Q00403	Human
P19388	Q13888	Human
P19388	Q13889	Human
P19388	Q92759	Human
P19447	P20226	Human
P19447	P24928	Human
P19447	P29083	Human
P19447	P29084	Human
P19447	P30876	Human
P19447	P32780	Human
P19447	P35269	Human
P19447	P36954	Human
P19447	P52434	Human
P19447	P52435	Human
P19447	P53803	Human
P19447	P61218	Human
P19447	P62487	Human
P19447	P62875	Human
P19447	Q00403	Human
P19447	Q13888	Human
P19447	Q13889	Human
P19447	Q92759	Human
P20226	P24928	Human
P20226	P29083	Human
P20226	P29084	Human
P20226	P30876	Human
P20226	P32780	Human
P20226	P35269	Human
P20226	P36954	Human
P20226	P52434	Human
P20226	P52435	Human
P20226	P53803	Human
P20226	P61218	Human
P20226	P62487	Human
P20226	P62875	Human
P20226	Q00403	Human
P20226	Q13888	Human
P20226	Q13889	Human
P20226	Q92759	Human
P24928	P29083	Human
P24928	P29084	Human
P24928	P30876	Human
P24928	P32780	Human
P24928	P35269	Human
P24928	P36954	Human
P24928	P52434	Human
P24928	P52435	Human
P24928	P53803	Human
P24928	P61218	Human
P24928	P62487	Human
P24928	P62875	Human
P24928	Q00403	Human
P24928	Q13888	Human
P24928	Q13889	Human
P24928	Q92759	Human
P29083	P29084	Human
P29083	P30876	Human
P29083	P32780	Human
P29083	P35269	Human
P29083	P36954	Human
P29083	P52434	Human
P29083	P52435	Human
P29083	P53803	Human
P29083	P61218	Human
P29083	P62487	Human
P29083	P62875	Human
P29083	Q00403	Human
P29083	Q13888	Human
P29083	Q13889	Human
P29083	Q92759	Human
P29084	P30876	Human
P29084	P32780	Human
P29084	P35269	Human
P29084	P36954	Human
P29084	P52434	Human
P29084	P52435	Human
P29084	P53803	Human
P29084	P61218	Human
P29084	P62487	Human
P29084	P62875	Human
P29084	Q00403	Human
P29084	Q13888	Human
P29084	Q13889	Human
P29084	Q92759	Human
P30876	P32780	Human
P30876	P35269	Human
P30876	P36954	Human
P30876	P52434	Human
P30876	P52435	Human
P30876	P53803	Human
P30876	P61218	Human
P30876	P62487	Human
P30876	P62875	Human
P30876	Q00403	Human
P30876	Q13888	Human
P30876	Q13889	Human
P30876	Q92759	Human
P32780	P35269	Human
P32780	P36954	Human
P32780	P52434	Human
P32780	P52435	Human
P32780	P53803	Human
P32780	P61218	Human
P32780	P62487	Human
P32780	P62875	Human
P32780	Q00403	Human
P32780	Q13888	Human
P32780	Q13889	Human
P32780	Q92759	Human
P35269	P36954	Human
P35269	P52434	Human
P35269	P52435	Human
P35269	P53803	Human
P35269	P61218	Human
P35269	P62487	Human
P35269	P62875	Human
P35269	Q00403	Human
P35269	Q13888	Human
P35269	Q13889	Human
P35269	Q92759	Human
P36954	P52434	Human
P36954	P52435	Human
P36954	P53803	Human
P36954	P61218	Human
P36954	P62487	Human
P36954	P62875	Human
P36954	Q00403	Human
P36954	Q13888	Human
P36954	Q13889	Human
P36954	Q92759	Human
P52434	P52435	Human
P52434	P53803	Human
P52434	P61218	Human
P52434	P62487	Human
P52434	P62875	Human
P52434	Q00403	Human
P52434	Q13888	Human
P52434	Q13889	Human
P52434	Q92759	Human
P52435	P53803	Human
P52435	P61218	Human
P52435	P62487	Human
P52435	P62875	Human
P52435	Q00403	Human
P52435	Q13888	Human
P52435	Q13889	Human
P52435	Q92759	Human
P53803	P61218	Human
P53803	P62487	Human
P53803	P62875	Human
P53803	Q00403	Human
P53803	Q13888	Human
P53803	Q13889	Human
P53803	Q92759	Human
P61218	P62487	Human
P61218	P62875	Human
P61218	Q00403	Human
P61218	Q13888	Human
P61218	Q13889	Human
P61218	Q92759	Human
P62487	P62875	Human
P62487	Q00403	Human
P62487	Q13888	Human
P62487	Q13889	Human
P62487	Q92759	Human
P62875	Q00403	Human
P62875	Q13888	Human
P62875	Q13889	Human
P62875	Q92759	Human
Q00403	Q13888	Human
Q00403	Q13889	Human
Q00403	Q92759	Human
Q13888	Q13889	Human
Q13888	Q92759	Human
Q13889	Q92759	Human
O15514	P19387	Human
O15514	P19388	Human
O15514	P24928	Human
O15514	P30876	Human
O15514	P36954	Human
O15514	P52434	Human
O15514	P52435	Human
O15514	P53803	Human
O15514	P61218	Human
O15514	P62487	Human
O15514	P62875	Human
P19387	P19388	Human
P19387	P24928	Human
P19387	P30876	Human
P19387	P36954	Human
P19387	P52434	Human
P19387	P52435	Human
P19387	P53803	Human
P19387	P61218	Human
P19387	P62487	Human
P19387	P62875	Human
P19388	P24928	Human
P19388	P30876	Human
P19388	P36954	Human
P19388	P52434	Human
P19388	P52435	Human
P19388	P53803	Human
P19388	P61218	Human
P19388	P62487	Human
P19388	P62875	Human
P24928	P30876	Human
P24928	P36954	Human
P24928	P52434	Human
P24928	P52435	Human
P24928	P53803	Human
P24928	P61218	Human
P24928	P62487	Human
P24928	P62875	Human
P30876	P36954	Human
P30876	P52434	Human
P30876	P52435	Human
P30876	P53803	Human
P30876	P61218	Human
P30876	P62487	Human
P30876	P62875	Human
P36954	P52434	Human
P36954	P52435	Human
P36954	P53803	Human
P36954	P61218	Human
P36954	P62487	Human
P36954	P62875	Human
P52434	P52435	Human
P52434	P53803	Human
P52434	P61218	Human
P52434	P62487	Human
P52434	P62875	Human
P52435	P53803	Human
P52435	P61218	Human
P52435	P62487	Human
P52435	P62875	Human
P53803	P61218	Human
P53803	P62487	Human
P53803	P62875	Human
P61218	P62487	Human
P61218	P62875	Human
P62487	P62875	Human
O75530	Q09028	Human
O75530	Q15022	Human
O75530	Q15910	Human
O75530	Q16576	Human
Q09028	Q15022	Human
Q09028	Q15910	Human
Q09028	Q16576	Human
Q15022	Q15910	Human
Q15022	Q16576	Human
Q15910	Q16576	Human
P12979	P15806	Mouse
P12979	Q9JM73	Mouse
P15806	Q9JM73	Mouse
P18074	P19447	Human
P18074	P32780	Human
P18074	P50613	Human
P18074	P51946	Human
P18074	P51948	Human
P18074	Q13888	Human
P18074	Q13889	Human
P18074	Q92759	Human
P19447	P32780	Human
P19447	P50613	Human
P19447	P51946	Human
P19447	P51948	Human
P19447	Q13888	Human
P19447	Q13889	Human
P19447	Q92759	Human
P32780	P50613	Human
P32780	P51946	Human
P32780	P51948	Human
P32780	Q13888	Human
P32780	Q13889	Human
P32780	Q92759	Human
P50613	P51946	Human
P50613	P51948	Human
P50613	Q13888	Human
P50613	Q13889	Human
P50613	Q92759	Human
P51946	P51948	Human
P51946	Q13888	Human
P51946	Q13889	Human
P51946	Q92759	Human
P51948	Q13888	Human
P51948	Q13889	Human
P51948	Q92759	Human
Q13888	Q13889	Human
Q13888	Q92759	Human
Q13889	Q92759	Human
Q60718	Q8R534	Mouse
O15212	O60925	Human
O15212	P61758	Human
O15212	Q99471	Human
O15212	Q9NQP4	Human
O15212	Q9UHV9	Human
O60925	P61758	Human
O60925	Q99471	Human
O60925	Q9NQP4	Human
O60925	Q9UHV9	Human
P61758	Q99471	Human
P61758	Q9NQP4	Human
P61758	Q9UHV9	Human
Q99471	Q9NQP4	Human
Q99471	Q9UHV9	Human
Q9NQP4	Q9UHV9	Human
O75971	Q13487	Human
O75971	Q16533	Human
O75971	Q5SXM2	Human
O75971	Q92966	Human
Q13487	Q16533	Human
Q13487	Q5SXM2	Human
Q13487	Q92966	Human
Q16533	Q5SXM2	Human
Q16533	Q92966	Human
Q5SXM2	Q92966	Human
O00257	O60264	Human
O00257	P0DMV8	Human
O00257	P35226	Human
O00257	P78364	Human
O00257	Q06587	Human
O00257	Q14781	Human
O00257	Q8IXK0	Human
O00257	Q8NDX5	Human
O00257	Q96GD3	Human
O00257	Q99496	Human
O00257	Q9HC52	Human
O60264	P0DMV8	Human
O60264	P35226	Human
O60264	P78364	Human
O60264	Q06587	Human
O60264	Q14781	Human
O60264	Q8IXK0	Human
O60264	Q8NDX5	Human
O60264	Q96GD3	Human
O60264	Q99496	Human
O60264	Q9HC52	Human
P0DMV8	P35226	Human
P0DMV8	P78364	Human
P0DMV8	Q06587	Human
P0DMV8	Q14781	Human
P0DMV8	Q8IXK0	Human
P0DMV8	Q8NDX5	Human
P0DMV8	Q96GD3	Human
P0DMV8	Q99496	Human
P0DMV8	Q9HC52	Human
P35226	P78364	Human
P35226	Q06587	Human
P35226	Q14781	Human
P35226	Q8IXK0	Human
P35226	Q8NDX5	Human
P35226	Q96GD3	Human
P35226	Q99496	Human
P35226	Q9HC52	Human
P78364	Q06587	Human
P78364	Q14781	Human
P78364	Q8IXK0	Human
P78364	Q8NDX5	Human
P78364	Q96GD3	Human
P78364	Q99496	Human
P78364	Q9HC52	Human
Q06587	Q14781	Human
Q06587	Q8IXK0	Human
Q06587	Q8NDX5	Human
Q06587	Q96GD3	Human
Q06587	Q99496	Human
Q06587	Q9HC52	Human
Q14781	Q8IXK0	Human
Q14781	Q8NDX5	Human
Q14781	Q96GD3	Human
Q14781	Q99496	Human
Q14781	Q9HC52	Human
Q8IXK0	Q8NDX5	Human
Q8IXK0	Q96GD3	Human
Q8IXK0	Q99496	Human
Q8IXK0	Q9HC52	Human
Q8NDX5	Q96GD3	Human
Q8NDX5	Q99496	Human
Q8NDX5	Q9HC52	Human
Q96GD3	Q99496	Human
Q96GD3	Q9HC52	Human
Q99496	Q9HC52	Human
O00257	O60264	Human
O00257	P0DMV8	Human
O00257	P25490	Human
O00257	P35226	Human
O00257	P78364	Human
O00257	Q06587	Human
O00257	Q14781	Human
O00257	Q8IXK0	Human
O00257	Q8NDX5	Human
O00257	Q96GD3	Human
O00257	Q99496	Human
O00257	Q9HC52	Human
O60264	P0DMV8	Human
O60264	P25490	Human
O60264	P35226	Human
O60264	P78364	Human
O60264	Q06587	Human
O60264	Q14781	Human
O60264	Q8IXK0	Human
O60264	Q8NDX5	Human
O60264	Q96GD3	Human
O60264	Q99496	Human
O60264	Q9HC52	Human
P0DMV8	P25490	Human
P0DMV8	P35226	Human
P0DMV8	P78364	Human
P0DMV8	Q06587	Human
P0DMV8	Q14781	Human
P0DMV8	Q8IXK0	Human
P0DMV8	Q8NDX5	Human
P0DMV8	Q96GD3	Human
P0DMV8	Q99496	Human
P0DMV8	Q9HC52	Human
P25490	P35226	Human
P25490	P78364	Human
P25490	Q06587	Human
P25490	Q14781	Human
P25490	Q8IXK0	Human
P25490	Q8NDX5	Human
P25490	Q96GD3	Human
P25490	Q99496	Human
P25490	Q9HC52	Human
P35226	P78364	Human
P35226	Q06587	Human
P35226	Q14781	Human
P35226	Q8IXK0	Human
P35226	Q8NDX5	Human
P35226	Q96GD3	Human
P35226	Q99496	Human
P35226	Q9HC52	Human
P78364	Q06587	Human
P78364	Q14781	Human
P78364	Q8IXK0	Human
P78364	Q8NDX5	Human
P78364	Q96GD3	Human
P78364	Q99496	Human
P78364	Q9HC52	Human
Q06587	Q14781	Human
Q06587	Q8IXK0	Human
Q06587	Q8NDX5	Human
Q06587	Q96GD3	Human
Q06587	Q99496	Human
Q06587	Q9HC52	Human
Q14781	Q8IXK0	Human
Q14781	Q8NDX5	Human
Q14781	Q96GD3	Human
Q14781	Q99496	Human
Q14781	Q9HC52	Human
Q8IXK0	Q8NDX5	Human
Q8IXK0	Q96GD3	Human
Q8IXK0	Q99496	Human
Q8IXK0	Q9HC52	Human
Q8NDX5	Q96GD3	Human
Q8NDX5	Q99496	Human
Q8NDX5	Q9HC52	Human
Q96GD3	Q99496	Human
Q96GD3	Q9HC52	Human
Q99496	Q9HC52	Human
P29992	P50148	Human
P29992	P60033	Human
P29992	P62873	Human
P29992	Q9Y653	Human
P50148	P60033	Human
P50148	P62873	Human
P50148	Q9Y653	Human
P60033	P62873	Human
P60033	Q9Y653	Human
P62873	Q9Y653	Human
P37287	Q14442	Human
P37287	Q92535	Human
P37287	Q9BRB3	Human
Q14442	Q92535	Human
Q14442	Q9BRB3	Human
Q92535	Q9BRB3	Human
P01374	P36941	Human
P01374	Q06643	Human
P36941	Q06643	Human
P25206	P49717	Mouse
P25206	P49718	Mouse
P25206	P97310	Mouse
P25206	P97311	Mouse
P25206	Q61881	Mouse
P49717	P49718	Mouse
P49717	P97310	Mouse
P49717	P97311	Mouse
P49717	Q61881	Mouse
P49718	P97310	Mouse
P49718	P97311	Mouse
P49718	Q61881	Mouse
P97310	P97311	Mouse
P97310	Q61881	Mouse
P97311	Q61881	Mouse
O75817	O75818	Human
O75817	O95059	Human
O75817	O95707	Human
O75817	P78345	Human
O75817	P78346	Human
O75817	Q969H6	Human
O75817	Q99575	Human
O75817	Q9BUL9	Human
O75817	Q9H633	Human
O75818	O95059	Human
O75818	O95707	Human
O75818	P78345	Human
O75818	P78346	Human
O75818	Q969H6	Human
O75818	Q99575	Human
O75818	Q9BUL9	Human
O75818	Q9H633	Human
O95059	O95707	Human
O95059	P78345	Human
O95059	P78346	Human
O95059	Q969H6	Human
O95059	Q99575	Human
O95059	Q9BUL9	Human
O95059	Q9H633	Human
O95707	P78345	Human
O95707	P78346	Human
O95707	Q969H6	Human
O95707	Q99575	Human
O95707	Q9BUL9	Human
O95707	Q9H633	Human
P78345	P78346	Human
P78345	Q969H6	Human
P78345	Q99575	Human
P78345	Q9BUL9	Human
P78345	Q9H633	Human
P78346	Q969H6	Human
P78346	Q99575	Human
P78346	Q9BUL9	Human
P78346	Q9H633	Human
Q969H6	Q99575	Human
Q969H6	Q9BUL9	Human
Q969H6	Q9H633	Human
Q99575	Q9BUL9	Human
Q99575	Q9H633	Human
Q9BUL9	Q9H633	Human
A5PJS1	O46469	Bovine
A5PJS1	P04695	Bovine
A5PJS1	Q8MJG0	Bovine
O46469	P04695	Bovine
O46469	Q8MJG0	Bovine
P04695	Q8MJG0	Bovine
P17987	P40227	Human
P17987	P48643	Human
P17987	P49368	Human
P17987	P50990	Human
P17987	P50991	Human
P17987	P78371	Human
P17987	Q99832	Human
P40227	P48643	Human
P40227	P49368	Human
P40227	P50990	Human
P40227	P50991	Human
P40227	P78371	Human
P40227	Q99832	Human
P48643	P49368	Human
P48643	P50990	Human
P48643	P50991	Human
P48643	P78371	Human
P48643	Q99832	Human
P49368	P50990	Human
P49368	P50991	Human
P49368	P78371	Human
P49368	Q99832	Human
P50990	P50991	Human
P50990	P78371	Human
P50990	Q99832	Human
P50991	P78371	Human
P50991	Q99832	Human
P78371	Q99832	Human
O14777	Q8NBT2	Human
O14777	Q9BZD4	Human
O14777	Q9HBM1	Human
Q8NBT2	Q9BZD4	Human
Q8NBT2	Q9HBM1	Human
Q9BZD4	Q9HBM1	Human
O88708	Q60862	Mouse
O88708	Q9JK30	Mouse
O88708	Q9WUJ8	Mouse
O88708	Q9WUV0	Mouse
O88708	Q9Z1N2	Mouse
Q60862	Q9JK30	Mouse
Q60862	Q9WUJ8	Mouse
Q60862	Q9WUV0	Mouse
Q60862	Q9Z1N2	Mouse
Q9JK30	Q9WUJ8	Mouse
Q9JK30	Q9WUV0	Mouse
Q9JK30	Q9Z1N2	Mouse
Q9WUJ8	Q9WUV0	Mouse
Q9WUJ8	Q9Z1N2	Mouse
Q9WUV0	Q9Z1N2	Mouse
P42575	P78560	Human
P42575	Q9HB75	Human
P78560	Q9HB75	Human
P49769	P57716	Mouse
P49769	Q8BVF7	Mouse
P49769	Q9CQR7	Mouse
P57716	Q8BVF7	Mouse
P57716	Q9CQR7	Mouse
Q8BVF7	Q9CQR7	Mouse
P82347	P82348	Mouse
P82347	P82349	Mouse
P82347	P82350	Mouse
P82348	P82349	Mouse
P82348	P82350	Mouse
P82349	P82350	Mouse
P11983	P42932	Mouse
P11983	P80313	Mouse
P11983	P80314	Mouse
P11983	P80315	Mouse
P11983	P80316	Mouse
P11983	P80317	Mouse
P11983	P80318	Mouse
P42932	P80313	Mouse
P42932	P80314	Mouse
P42932	P80315	Mouse
P42932	P80316	Mouse
P42932	P80317	Mouse
P42932	P80318	Mouse
P80313	P80314	Mouse
P80313	P80315	Mouse
P80313	P80316	Mouse
P80313	P80317	Mouse
P80313	P80318	Mouse
P80314	P80315	Mouse
P80314	P80316	Mouse
P80314	P80317	Mouse
P80314	P80318	Mouse
P80315	P80316	Mouse
P80315	P80317	Mouse
P80315	P80318	Mouse
P80316	P80317	Mouse
P80316	P80318	Mouse
P80317	P80318	Mouse
P02586	P02641	Rabbit
P02586	P02643	Rabbit
P02641	P02643	Rabbit
P54274	Q15554	Human
P54274	Q96AP0	Human
P54274	Q9BSI4	Human
P54274	Q9NUX5	Human
P54274	Q9NYB0	Human
Q15554	Q96AP0	Human
Q15554	Q9BSI4	Human
Q15554	Q9NUX5	Human
Q15554	Q9NYB0	Human
Q96AP0	Q9BSI4	Human
Q96AP0	Q9NUX5	Human
Q96AP0	Q9NYB0	Human
Q9BSI4	Q9NUX5	Human
Q9BSI4	Q9NYB0	Human
Q9NUX5	Q9NYB0	Human
P15999	P16036	Rat
P15999	P21913	Rat
P15999	Q05962	Rat
P15999	Q5RKI8	Rat
P15999	Q920L2	Rat
P16036	P21913	Rat
P16036	Q05962	Rat
P16036	Q5RKI8	Rat
P16036	Q920L2	Rat
P21913	Q05962	Rat
